image_id	official_order	official_name_jp	official_image_url_jp	card_type	card_type_jp	attribute	attribute_jp	cost_official	pack_jp_official	pack_order	race_jp	rarity_official	dp_official	effect_tags_jp	effect_timing_jp	condition_tags_jp	official_conflicts
yellow_03_01_EX04c_00	291	迅雷のマスク ローゼル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	3	EX:04 HEROIC_MASQUERADE	3	仮面	C					
yellow_03_01_EX04c_01	292	雷鳴のマスク シエル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_01_EX04c_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	3	EX:04 HEROIC_MASQUERADE	3	仮面	C					
yellow_03_01_EX04c_02	293	撃滅のマスク クルエル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_01_EX04c_02.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	3	EX:04 HEROIC_MASQUERADE	3	仮面	C					
yellow_03_01_05_00	294	戦天使ナース	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	3	PC:05 GLORY	2	エンジェル	C					
yellow_03_03_01_00	295	ウォークライ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_03_01_00.png?v=20201113	magic	マジック	yellow	黄	3	PC:01 AWAKEN	14		C					
yellow_03_03_01r_00	296	強化札	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_03_01r_00.png?v=20201113	magic	マジック	yellow	黄	3	PC:01R BEYOND	12		C					
yellow_03_03_02_00	297	トルネードブロウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_03_02_00.png?v=20201113	magic	マジック	yellow	黄	3	PC:02 CONTRACT	11		C					
yellow_03_03_02c_00	298	スピードホリック	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_03_02c_00.png?v=20201113	magic	マジック	yellow	黄	3	EXCODE:02C SAO	9		C					
yellow_03_02_03_00	299	パトロール	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_02_03_00.png?v=20201113	magic	マジック	yellow	黄	3	PC:03 EVOLVE	8		E					
yellow_03_03_EX02_00	300	ライトニングスピード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_03_EX02_00.png?v=20201113	magic	マジック	yellow	黄	3	EX:02 幻影の剣士	7		C					
yellow_03_02_05_00	301	怪鳥の突風	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_03_02_05_00.png?v=20201113	magic	マジック	yellow	黄	3	PC:05 GLORY	2		R					
yellow_01_00_06_00	302	戦天使サマー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_01_00_06_00.png?v=20201113	base_minion	ベース・ミニオン	yellow	黄	3	PC:06 HELIX	1	エンジェル	C					
yellow_04_02_01_01	303	瞬身のハヤテ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:01 AWAKEN	14	アヴィアン	E					
yellow_04_02_01_02	304	三ヵ国連合執政官アソウギ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_01_02.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:01 AWAKEN	14	アヴィアン	L					
yellow_04_02_01_00	305	イーグルランサー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:01 AWAKEN	14	ビースト	R					
yellow_04_02_00_00	306	チータイラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	ベーシック	15	キマイラ	Basic					
yellow_04_02_01r_00	307	アルダープ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:01R BEYOND	12	キマイラ	R					
yellow_04_02_02_00	308	「雷鳴の竜巫女」セリカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:02 CONTRACT	11	ヒューマノイド	R					
yellow_04_02_02_01	309	「剛腕無敵の将」チョウヒ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_02_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:02 CONTRACT	11	アヴィアン	L					
yellow_04_02_02_02	310	カンフー・モンク・モンキー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_02_02.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:02 CONTRACT	11	ガーディアン	C					
yellow_04_02_02r_00	311	堅甲竜シェルトドス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:02R DIVINE	10	ドラゴン	R					
yellow_04_02_02r_01	312	アンジュ・ライトニング	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:02R DIVINE	10	デミゴッド	L					
yellow_04_02_02r_02	313	「雷鳴の竜騎士」ルシア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_02r_02.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:02R DIVINE	10	ヒューマノイド	L					
yellow_04_02_02c_00	314	「スプリガン」キリト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	EXCODE:02C SAO	9	黒の剣士|ソード	E					
yellow_04_01_03_00	315	フライングエレファン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:03 EVOLVE	8	ウイング	C					
yellow_04_02_EX02_00	316	「風の竜刃」ソロ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	EX:02 幻影の剣士	7	黒の剣士|ソード	E					
yellow_04_01_04_00	317	「秘法の天女」アンジェラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:04 FORBIDDEN	6	エンジェル	L					
yellow_04_01_04_01	318	「美艶の舞姫」ホワイトキャット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_01_04_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:04 FORBIDDEN	6	ガーディアン	L					
yellow_04_01_05_00	319	「天空の双剣」戦天使ツインソード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	4	PC:05 GLORY	2	エンジェル	E					
yellow_04_03_00_00	320	リワインドウインド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_03_00_00.png?v=20201113	magic	マジック	yellow	黄	4	ベーシック	15		Basic					
yellow_04_02_04_00	321	モラル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_04_00.png?v=20201113	magic	マジック	yellow	黄	4	PC:04 FORBIDDEN	6		C					
yellow_04_02_05_00	322	エンジェリックストライク Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_02_05_00.png?v=20201113	magic	マジック	yellow	黄	4	PC:05 GLORY	2		L					
yellow_02_02_06_00	323	シャインソード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_02_02_06_00.png?v=20201113	magic	マジック	yellow	黄	4	PC:06 HELIX	1		R					
yellow_05_02_01_00	324	ケットシー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	PC:01 AWAKEN	14	ガーディアン	C					
yellow_05_02_00_00	325	「駐アグマ大使」モノノベ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	ベーシック	15	アヴィアン	Basic					
yellow_05_02_01r_00	326	猩猩	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	PC:01R BEYOND	12	ビースト	R					
yellow_05_02_02_00	327	天翼ミルキー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	PC:02 CONTRACT	11	エンジェル	R					
yellow_05_02_02c_00	328	「バーサクヒーラー」アスナ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	EXCODE:02C SAO	9	閃光|ソード	L					
yellow_05_01_03_00	329	ジャッカブラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	PC:03 EVOLVE	8	キマイラ	E					
yellow_05_01_03_01	330	「カナタナの剣豪」ムオウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	PC:03 EVOLVE	8	アヴィアン|ソード	L					
yellow_05_02_EX02_00	331	「放浪者」アメリア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	EX:02 幻影の剣士	7	閃光|ソード	L					
yellow_05_01_EX03_00	332	天使長ソフィア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	EX:03 Battle Spirits	5	BS|エンジェル	E					
yellow_05_01_EX04_00	333	仮面ライダー迅 バーニングファルコン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	EX:04 KAMEN RIDER	4	仮面	C					
yellow_05_01_EX04c_00	334	奮迅のマスク ローゼル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	EX:04 HEROIC_MASQUERADE	3	仮面	C					
yellow_05_01_05_00	335	戦天使アーチャー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	PC:05 GLORY	2	エンジェル	R					
yellow_04_01_06_00	336	「カナタナの精鋭」ムクド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_04_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	5	PC:06 HELIX	1	アヴィアン	L					
yellow_05_03_01_00	337	召集の法螺貝	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_03_01_00.png?v=20201113	magic	マジック	yellow	黄	5	PC:01 AWAKEN	14		R					
yellow_05_03_02r_00	338	アサルトダイブ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_03_02r_00.png?v=20201113	magic	マジック	yellow	黄	5	PC:02R DIVINE	10		R					
yellow_05_02_03_00	339	猿闘乱舞	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_02_03_00.png?v=20201113	magic	マジック	yellow	黄	5	PC:03 EVOLVE	8		R					
yellow_06_02_01_00	340	カマイタチ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:01 AWAKEN	14	ビースト	R					
yellow_06_02_01r_00	341	「身も心も縛る者」ザイレン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:01R BEYOND	12	デミゴッド	L					
yellow_06_02_01r_01	342	強欲のタタラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_01r_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:01R BEYOND	12	アヴィアン	E					
yellow_06_02_02_00	343	「鬼武者」リュウドウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:02 CONTRACT	11	ガーディアン	E					
yellow_06_02_02r_00	344	空鯨竜スカイエール	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:02R DIVINE	10	ドラゴン	E					
yellow_06_02_02c_00	345	「シルフ領主」サクヤ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	EXCODE:02C SAO	9	ソード	C					
yellow_06_01_03_00	346	カナタナの鴉人	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:03 EVOLVE	8	アヴィアン	R					
yellow_06_01_03_01	347	「アケミの召喚獣」ゴッドバード Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:03 EVOLVE	8	アルカナ	L					
yellow_06_01_03_02	348	「アケミの召喚獣」ゴッドバード Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:03 EVOLVE	8	アルカナ	L					
yellow_06_01_03_03	349	「アケミの召喚獣」ゴッドバード Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_03_03.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:03 EVOLVE	8	アルカナ	L					
yellow_06_02_EX02_00	350	シルファン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	EX:02 幻影の剣士	7	ソード	C					
yellow_06_01_04_00	351	「琴弓の天使」プーハ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:04 FORBIDDEN	6	エンジェル	R					
yellow_06_01_EX04_00	352	仮面ライダー亡	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_EX04_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	EX:04 KAMEN RIDER	4	仮面	R					
yellow_06_01_EX04_01	353	仮面ライダーサウザー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_EX04_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	EX:04 KAMEN RIDER	4	仮面	R					
yellow_06_01_EX04c_00	354	喪亡のマスク ホロビエル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	EX:04 HEROIC_MASQUERADE	3	仮面	R					
yellow_06_01_EX04c_01	355	千貌のマスク サウザンド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_EX04c_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	EX:04 HEROIC_MASQUERADE	3	仮面	R					
yellow_06_01_05_00	356	「戦場の天使長」戦天使ホーリー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:05 GLORY	2	エンジェル	L					
yellow_06_01_05_01	357	カナタナの豪傑	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_05_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:05 GLORY	2	アヴィアン|レギオン	R					
yellow_06_01_05_02	358	「黄昏の隊長」ライカ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_05_02.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:05 GLORY	2	レギオン	E					
yellow_07_01_06_00	359	戦天使サイス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:06 HELIX	1	エンジェル	R					
yellow_05_01_06_00	360	「暗夜の凶鳥」フーイ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_05_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	6	PC:06 HELIX	1	ウイング	E					
yellow_06_03_02_00	361	パワー・オブ・サン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_03_02_00.png?v=20201113	magic	マジック	yellow	黄	6	PC:02 CONTRACT	11		E					
yellow_06_02_04_00	362	オリアナの第3魔法：オープン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_02_04_00.png?v=20201113	magic	マジック	yellow	黄	6	PC:04 FORBIDDEN	6		R					
yellow_07_02_01_00	363	ツーヘッドグリフォン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	PC:01 AWAKEN	14	キマイラ	E					
yellow_07_02_02r_00	364	「天虎」センシュウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	PC:02R DIVINE	10	ビースト	L					
yellow_07_02_02r_01	365	「天空猛虎」センシュウ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	PC:02R DIVINE	10	ドラゴン|ビースト	L					
yellow_07_02_02c_00	366	「剣士」ユウキ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	EXCODE:02C SAO	9	絶剣|ソード	L					
yellow_07_02_02c_1	367	「絶剣」ユウキ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_02c_1.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	EXCODE:02C SAO	9	絶剣|ソード	L					
yellow_07_02_EX02_00	368	「紫天使」ルキ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	EX:02 幻影の剣士	7	絶剣|ソード	L					
yellow_07_02_EX02_1	369	「天剣」ルキ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_EX02_1.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	EX:02 幻影の剣士	7	絶剣|ソード	L					
yellow_07_01_04_00	370	カナタナの鷹剣士	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	PC:04 FORBIDDEN	6	アヴィアン	R					
yellow_07_01_04_01	371	戦神乙女ヴィエルジェ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_01_04_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	PC:04 FORBIDDEN	6	BS|光導	E					
yellow_07_01_EX03_00	372	魔導女皇アンブロシウス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_01_EX03_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	EX:03 Battle Spirits	5	BS|アーティスト	L					
yellow_07_01_EX03_01	373	導魔神姫ジェラルディー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_01_EX03_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	EX:03 Battle Spirits	5	BS|アーティスト	L					
yellow_07_01_EX03_02	374	大天使イスフィール	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_01_EX03_02.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	EX:03 Battle Spirits	5	BS|エンジェル	E					
yellow_06_01_06_01	375	ツバサネコ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_06_01_06_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	7	PC:06 HELIX	1	キマイラ	C					
yellow_07_03_01r_00	376	タイムリープ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_03_01r_00.png?v=20201113	magic	マジック	yellow	黄	7	PC:01R BEYOND	12		R					
yellow_07_02_04_00	377	ハライの第3魔法：タイフーン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_07_02_04_00.png?v=20201113	magic	マジック	yellow	黄	7	PC:04 FORBIDDEN	6		E					
yellow_08_02_01_01	378	エレファントタートル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	8	PC:01 AWAKEN	14	ガーディアン	R					
yellow_08_02_02r_00	379	デュアルイーグル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	8	PC:02R DIVINE	10	ウイング	R					
yellow_08_02_02c_00	380	「サラマンダーの将軍」ユージーン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	8	EXCODE:02C SAO	9	ソード	C					
yellow_08_01_03_00	381	「三頭猿王」キング	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	8	PC:03 EVOLVE	8	キマイラ	L					
yellow_08_02_EX02_00	382	エイプ・ウォリアー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	8	EX:02 幻影の剣士	7	ソード	C					
yellow_08_01_04_00	383	魔導双神ジェミナイズ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	8	PC:04 FORBIDDEN	6	BS|光導	E					
yellow_08_02_EX03_00	384	ウィッグバインド	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_02_EX03_00.png?v=20201113	magic	マジック	yellow	黄	8	EX:03 Battle Spirits	5		E					
yellow_08_02_01_00	385	「双龍頭領」アオバ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_08_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	9+	PC:01 AWAKEN	14	キマイラ	L					
yellow_09_02_02_00	386	「雷鳴公」デンサイ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_09_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	9+	PC:02 CONTRACT	11	ドラゴン	L					
yellow_09_01_05_00	387	「高山の怪鳥」パープルロック	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_09_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	yellow	黄	9+	PC:05 GLORY	2	ウイング	L					
yellow_011_03_02c_00	388	マザーズ・ロザリオ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_011_03_02c_00.png?v=20201113	magic	マジック	yellow	黄	9+	EXCODE:02C SAO	9		R					
yellow_011_03_EX02_00	389	ホーリー・ジャッジメント	https://www.aicarddass.com/zenonzard/images/cardlist/cards/yellow_011_03_EX02_00.png?v=20201113	magic	マジック	yellow	黄	9+	EX:02 幻影の剣士	7		R					
purple_00_01_04_00	390	デモ・ボーン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	purple	紫	0	PC:04 FORBIDDEN	6	BS	E					
purple_00_01_01_00	391	タナトスの守護者	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_01_00.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:01 AWAKEN	14	スケルトン	R					
purple_00_01_00_00	392	タナトスの亡者	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_00_00.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		ベーシック	15	スケルトン	Basic					
purple_00_01_01r_00	393	スケルトンの獄吏	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_01r_00.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:01R BEYOND	12	スケルトン	E					
purple_00_01_02_00	394	「沼精」ロッツ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_02_00.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:02 CONTRACT	11	ニンフ	C					
purple_00_01_02_01	395	「影精」プルシャ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_02_01.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:02 CONTRACT	11	ニンフ	E					
purple_00_01_02r_00	396	「反響精」エコー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_02r_00.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:02R DIVINE	10	ニンフ	R					
purple_00_01_02r_01	397	「霧精」ロゼ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_01_02r_01.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:02R DIVINE	10	ニンフ	E					
purple_00_00_03_00	398	「血陣の召喚士」リリアン Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_00_03_00.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:03 EVOLVE	8	エヴォーカー	R					
purple_00_00_03_01	399	「血陣の召喚士」リリアン Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_00_03_01.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:03 EVOLVE	8	エヴォーカー	R					
purple_00_00_03_02	400	「血陣の召喚士」リリアン Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_00_03_02.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:03 EVOLVE	8	エヴォーカー	R					
purple_00_00_03_03	401	「常闇の召喚士」ヤミ Lv1	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_00_03_03.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:03 EVOLVE	8	エヴォーカー	L					
purple_00_00_03_04	402	「常闇の召喚士」ヤミ Lv2	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_00_03_04.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:03 EVOLVE	8	エヴォーカー	L					
purple_00_00_03_05	403	「常闇の召喚士」ヤミ Lv3	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_00_03_05.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:03 EVOLVE	8	エヴォーカー	L					
purple_00_00_04_00	404	「菫の魔術師」スカル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/purple_00_00_04_00.png?v=20201113	base_minion	ベース・ミニオン	purple	紫		PC:04 FORBIDDEN	6	エヴォーカー	R					
