name_jp	cost	bp	dp	ability_jp	url	source
「導きの天女」アンジェラ	3(黄1)	400	1	"連携：黄
【常時】
他の自分の黄のミニオンがフィールドに出るたび、このターン中、自分のミニオン全てをBP+100する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c6%b3%a4%ad%a4%ce%c5%b7%bd%f7%a1%d7%a5%a2%a5%f3%a5%b8%a5%a7%a5%e9%a1%d5	seesaa
「導きの竜姫」ダイアナ	3(赤1)	400	1	"連携：赤
【自分のターン】
他の自分の赤のミニオン全てをBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c6%b3%a4%ad%a4%ce%ce%b5%c9%b1%a1%d7%a5%c0%a5%a4%a5%a2%a5%ca%a1%d5	seesaa
「那由他に届く者」ヘルデューク	6(白2)	600	2	"【アタック時】＆【ブロック時】
自分のフォース1つをレストできる。そうした場合、このミニオンをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c6%e1%cd%b3%c2%be%a4%cb%c6%cf%a4%af%bc%d4%a1%d7%a5%d8%a5%eb%a5%c7%a5%e5%a1%bc%a5%af%a1%d5	seesaa
「二艘槍」ハーゲン	7	400	2	"【召喚時】
このターン中、このミニオンをBP+300する。
【アタック時】
ターンに1回、このミニオンをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c6%f3%e7%db%c1%e4%a1%d7%a5%cf%a1%bc%a5%b2%a5%f3%a1%d5	seesaa
「波精」ヴルーヴェ	-	100	1	"加護：青+コスト4以上
《付与能力》【アタック時】
自分の移動権を1増やす"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c7%c8%c0%ba%a1%d7%a5%f4%a5%eb%a1%bc%a5%f4%a5%a7%a1%d5	seesaa
「爆焔の竜巫女」ジェーン	3(赤1)	400	1	"【自分のターン】
自分の種族「ドラゴン」を持つ、赤または無色のミニオン全てに[襲撃]を与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c7%fa%b1%eb%a4%ce%ce%b5%d6%e0%bd%f7%a1%d7%a5%b8%a5%a7%a1%bc%a5%f3%a1%d5	seesaa
「爆焔公」マグマファング	9(赤3)	900	3	"【アタック時】
相手のBP500以下のミニオン1体を破壊する。そうした場合、「ドラゴン・トークン」1体を出す。
【自分のターン】
このミニオンは種族「ドラゴン」または「ドラゴニュート」を持たないミニオンにはブロックされない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c7%fa%b1%eb%b8%f8%a1%d7%a5%de%a5%b0%a5%de%a5%d5%a5%a1%a5%f3%a5%b0%a1%d5	seesaa
「箱を抱く者」パンドリア	3	300	1	"【召喚時】
自分はデッキの中からベース・ミニオンカード1枚を公開して手札に加えることができる。そうした場合、自分のデッキをシャッフルする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c8%a2%a4%f2%ca%fa%a4%af%bc%d4%a1%d7%a5%d1%a5%f3%a5%c9%a5%ea%a5%a2%a1%d5	seesaa
「反射の巨人」クリスタル・ベイル	9	900	3	"再起
【常時】
このミニオンは相手のミニオンとマジックの効果で選択できない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c8%bf%bc%cd%a4%ce%b5%f0%bf%cd%a1%d7%a5%af%a5%ea%a5%b9%a5%bf%a5%eb%a1%a6%a5%d9%a5%a4%a5%eb%a1%d5	seesaa
「扉を開く者」アルカス	6	600	2	"【後退時】
自分の手札にある本来のコストが6以下のフィールド・ミニオンカード1枚を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c8%e2%a4%f2%b3%ab%a4%af%bc%d4%a1%d7%a5%a2%a5%eb%a5%ab%a5%b9%a1%d5	seesaa
「秘術の御使い」アマリリア	7(緑3)	700	2	"【アタック時】
相手のミニオン1体か相手のフォース1つをレストする。
【後退時】
自分の緑マナ2つをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c8%eb%bd%d1%a4%ce%b8%e6%bb%c8%a4%a4%a1%d7%a5%a2%a5%de%a5%ea%a5%ea%a5%a2%a1%d5	seesaa
「百獣」ヴァイスレーベ	8(白3)	1000	2	"【自分のターン】
自分のミニオンがアタックするたび、相手は必ずブロックする。
【自分のターン】
このミニオンがバトルに勝利するたび、相手のプレイヤーと相手のフォース全てに1ダメージを与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c9%b4%bd%c3%a1%d7%a5%f4%a5%a1%a5%a4%a5%b9%a5%ec%a1%bc%a5%d9%a1%d5	seesaa
「氷原の竜巫女」マチルダ	3(白1)	400	1	"【自分のターン】
自分の種族「ドラゴン」を持つ、白または無色のミニオンカードがバトルに勝利するたび、相手のプレイヤーに1ダメージを与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c9%b9%b8%b6%a4%ce%ce%b5%d6%e0%bd%f7%a1%d7%a5%de%a5%c1%a5%eb%a5%c0%a1%d5	seesaa
「氷原公」フリーレン	9(白3)	1000	3	"【アタック時】
このミニオンがダメージを与えたとき、相手の最もコストの低いミニオン全てを除外する。
【自分のターン】
このミニオンは種族「ドラゴン」または「ドラゴニュート」を持たないミニオンにはブロックされない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c9%b9%b8%b6%b8%f8%a1%d7%a5%d5%a5%ea%a1%bc%a5%ec%a5%f3%a1%d5	seesaa
「風の乗り手」シルヴィー	6(緑2)	600	2	"【召喚時】
自分の種族「ニンフ」を持つマナ全てをアクティブにする。
【自分のターン】
自分の[加護]を受けているミニオンがアタックするたび、相手のミニオン1体をレストする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%c9%f7%a4%ce%be%e8%a4%ea%bc%ea%a1%d7%a5%b7%a5%eb%a5%f4%a5%a3%a1%bc%a1%d5	seesaa
「泡精」バルボラ	-	300	0	加護：青	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cb%a2%c0%ba%a1%d7%a5%d0%a5%eb%a5%dc%a5%e9%a1%d5	seesaa
「豊穣をもたらす者」ヴァンジャン	5(緑2)	500	2	"【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。
《ベース》
このマナで緑のカードのコストを支払うとき、緑コスト3マナ分支払える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cb%ad%be%f7%a4%f2%a4%e2%a4%bf%a4%e9%a4%b9%bc%d4%a1%d7%a5%f4%a5%a1%a5%f3%a5%b8%a5%e3%a5%f3%a1%d5	seesaa
「暴食」ギュスターヴ	6(紫2)	300	3	"【召喚時】
お互いのトラッシュにあるフィールド・ミニオンカード1枚毎に、このミニオンにBP+100を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cb%bd%bf%a9%a1%d7%a5%ae%a5%e5%a5%b9%a5%bf%a1%bc%a5%f4%a1%d5	seesaa
「暴竜」グラン＝レックス	4(赤2)	500	2	"襲撃
【召喚時】
自分のミニオンカードでない無色マナ1つを破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cb%bd%ce%b5%a1%d7%a5%b0%a5%e9%a5%f3%a1%e1%a5%ec%a5%c3%a5%af%a5%b9%a1%d5	seesaa
「魔犬」ケルベロス・クリムゾン	6	800	2	"【自分のターン】
このミニオンが相手のプレイヤーにダメージを与えるたび、相手のフォース全てに2ダメージを与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cb%e2%b8%a4%a1%d7%a5%b1%a5%eb%a5%d9%a5%ed%a5%b9%a1%a6%a5%af%a5%ea%a5%e0%a5%be%a5%f3%a1%d5	seesaa
「魔術の巨人」マジクル・ベイル	7	800	2	"【召喚時】
このターン終了時、自分のマナ全てをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cb%e2%bd%d1%a4%ce%b5%f0%bf%cd%a1%d7%a5%de%a5%b8%a5%af%a5%eb%a1%a6%a5%d9%a5%a4%a5%eb%a1%d5	seesaa
「盲目の風読み」メリエルナ	2(緑1)	300	0	"【召喚時】
自分の手札にある緑のベース・ミニオンカードを1枚を、レスト状態で置くことができる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cc%d5%cc%dc%a4%ce%c9%f7%c6%c9%a4%df%a1%d7%a5%e1%a5%ea%a5%a8%a5%eb%a5%ca%a1%d5	seesaa
「勇気奮わす者」ウォレス	6	600	2	"【常時】
他の自分のミニオン全てをBP+100/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cd%a6%b5%a4%ca%b3%a4%ef%a4%b9%bc%d4%a1%d7%a5%a6%a5%a9%a5%ec%a5%b9%a1%d5	seesaa
「憂鬱の魔王」ベールフェゴル	8(紫3)	800	2	"【常時】
相手の手札にあるフィールド・ミニオンカードのフリーコストを1増やす。
【アタック時】
自分のトラッシュにある、「「憂鬱の魔王」ベールフェゴル」以外の紫のフィールド・ミニオンカード1枚を出す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cd%ab%dd%b5%a4%ce%cb%e2%b2%a6%a1%d7%a5%d9%a1%bc%a5%eb%a5%d5%a5%a7%a5%b4%a5%eb%a1%d5	seesaa
「雷鳴の竜巫女」セリカ	4(黄2)	400	1	"【召喚時】
自分はデッキの中から種族「ドラゴン」を持つ、黄またはコスト9以上のフィールド・ミニオンカード1枚を公開して手札に加えることができる。そうした場合、自分のデッキをシャッフルする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cd%eb%cc%c4%a4%ce%ce%b5%d6%e0%bd%f7%a1%d7%a5%bb%a5%ea%a5%ab%a1%d5	seesaa
「雷鳴公」デンサイ	9(黄3)	900	3	"【召喚時】
相手のミニオン1体をデッキの上に戻す。
【自分のターン】
このミニオンは種族「ドラゴン」または「ドラゴニュート」を持たないミニオンにはブロックされない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%cd%eb%cc%c4%b8%f8%a1%d7%a5%c7%a5%f3%a5%b5%a5%a4%a1%d5	seesaa
「輪の鼠騎士」リング	3	300	1	"【アタック時】＆【ブロック時】
自分が「輪のフォース”ウロボロス”」を選んでいる場合、このターン中、このミニオンをBP+300する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%ce%d8%a4%ce%c1%cd%b5%b3%bb%ce%a1%d7%a5%ea%a5%f3%a5%b0%a1%d5	seesaa
「煌精」サンライト	-	100	1	"加護：黄+コスト4以上
《付与能力》【常時】
他の自分のミニオンがフィールドに出るたび、このターン中、このミニオンをBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%df%ea%c0%ba%a1%d7%a5%b5%a5%f3%a5%e9%a5%a4%a5%c8%a1%d5	seesaa
「甦の鼠騎士」リザ	5	500	2	"【相手のターン】
自分が「甦のフォース”フェニックス”」を選んでいる場合、自分がカードを使用するたび、このミニオンをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%e1%b4%a4%ce%c1%cd%b5%b3%bb%ce%a1%d7%a5%ea%a5%b6%a1%d5	seesaa
「翔の鼠騎士」フライト	2	300	1	"【常時】
自分が「翔のフォース”ペガサス”」を選んでいる場合、このミニオンはベースに移動するとき、アクティブ状態で移動する。
《ベース》
自分が「翔のフォース”ペガサス”」を選んでいる場合、このマナはフィールドに移動するとき、アクティブ状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a1%d6%e6%c6%a4%ce%c1%cd%b5%b3%bb%ce%a1%d7%a5%d5%a5%e9%a5%a4%a5%c8%a1%d5	seesaa
いたずらインプ	5(紫1)	600	2	奪命	https://seesaawiki.jp/zenonzard/d/%a1%d4%a4%a4%a4%bf%a4%ba%a4%e9%a5%a4%a5%f3%a5%d7%a1%d5	seesaa
アイスベアード	8(白2)	700	2	"【アタック時】
自分の白マナが4つ以上ある場合、自分のミニオン全てにBP+100を付与する。
【常時】
このミニオンは、相手のマジックの効果で選択できない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%a4%a5%b9%a5%d9%a5%a2%a1%bc%a5%c9%a1%d5	seesaa
アイゼンクロコ	1(白1)	100	0	"【常時】
自分の破壊されたフォース1つ毎に、このミニオンをBP+200/DP+1する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%a4%a5%bc%a5%f3%a5%af%a5%ed%a5%b3%a1%d5	seesaa
アガリック・トータス	3	200	1	奪命	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%ac%a5%ea%a5%c3%a5%af%a1%a6%a5%c8%a1%bc%a5%bf%a5%b9%a1%d5	seesaa
アクアコブラ	5(青2)	500	1	"潜入
【常時】
自分の種族「デミゴッド」を持つミニオンがいる場合、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%af%a5%a2%a5%b3%a5%d6%a5%e9%a1%d5	seesaa
アクアサーペント	6(青2)	600	2	"【アタック時】
このミニオンがダメージを与えるたび、自分のマナ2つをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%af%a5%a2%a5%b5%a1%bc%a5%da%a5%f3%a5%c8%a1%d5	seesaa
アグマの鉱夫	-	300	1	"《デッキ》
このカードは何枚でもデッキに入れられる。
【常時】
このミニオンはブロックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%b0%a5%de%a4%ce%b9%db%c9%d7%a1%d5	seesaa
アグマの守護者	-	100	1	"【常時】
このミニオンはブロックできない。
《ベース》【自分のターン終了時】
このマナをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%b0%a5%de%a4%ce%bc%e9%b8%ee%bc%d4%a1%d5	seesaa
アシッド・ドラゴン	4	500	1	"【常時】
自分のプレイヤーにダメージを与えられるたび、このミニオンにDP+1を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%b7%a5%c3%a5%c9%a1%a6%a5%c9%a5%e9%a5%b4%a5%f3%a1%d5	seesaa
アジャクツォーク	8(緑1)	900	4	（効果なし）	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%b8%a5%e3%a5%af%a5%c4%a5%a9%a1%bc%a5%af%a1%d5	seesaa
アッシュブリンガー	2(紫2)	700	2	"【常時】
相手のフォースが1つ以上ある場合、このミニオンはアタックもブロックも移動もできない。
【常時】
他の自分のミニオンがフォースにアタックするたび、このバトル中、そのミニオンをBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%c3%a5%b7%a5%e5%a5%d6%a5%ea%a5%f3%a5%ac%a1%bc%a1%d5	seesaa
アニマ	2(緑1)			"【メイン】
自分はデッキの中から緑の種族「ニンフ」を持つベース・ミニオンカード1枚を、レスト状態でベースに置く。その後、自分のデッキをシャッフルする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%cb%a5%de%a1%d5	seesaa
アパウルツォーク	3(緑1)	300	1	"【アタック時】
相手のコスト4以下のミニオン1体をレストする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%d1%a5%a6%a5%eb%a5%c4%a5%a9%a1%bc%a5%af%a1%d5	seesaa
アルダープ	4(黄2)	300	1	"飛来
【常時】
自分の種族「デミゴッド」を持つミニオンがいる場合、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%eb%a5%c0%a1%bc%a5%d7%a1%d5	seesaa
アン・テ・ロウフェ	3(紫1)	300	1	"【召喚時】
他の自分のミニオン1体を破壊する。そうした場合、このミニオンにBP+200/DP+1を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%f3%a1%a6%a5%c6%a1%a6%a5%ed%a5%a6%a5%d5%a5%a7%a1%d5	seesaa
アンドロイドの銃士	-	300	1	"【常時】
このミニオンはブロックできない。
【配置時】
相手のミニオン1体を対象に選ぶことができる。このターン中、そのミニオンは必ずブロックする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%f3%a5%c9%a5%ed%a5%a4%a5%c9%a4%ce%bd%c6%bb%ce%a1%d5	seesaa
アヴィアンの忍者	-	300	1	"【常時】
このミニオンはブロックできない。
【配置時】
このターン中、自分のミニオン全てをBP+100する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a2%a5%f4%a5%a3%a5%a2%a5%f3%a4%ce%c7%a6%bc%d4%a1%d5	seesaa
イーグルランサー	4(黄2)	400	1	"【召喚時】
相手のBP400以下のミニオン1体を手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a4%a1%bc%a5%b0%a5%eb%a5%e9%a5%f3%a5%b5%a1%bc%a1%d5	seesaa
ウィル・オー・ウィスプ	3	200	1	"【破壊時】
無色マナ1つを置く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a3%a5%eb%a1%a6%a5%aa%a1%bc%a1%a6%a5%a6%a5%a3%a5%b9%a5%d7%a1%d5	seesaa
ウォークライ	3(黄1)			"【メイン】/【フラッシュ】
ミニオン1体をアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a9%a1%bc%a5%af%a5%e9%a5%a4%a1%d5	seesaa
ウォーター・シューター	3	300	1	"【召喚時】
相手のDP0のミニオン1体を破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a9%a1%bc%a5%bf%a1%bc%a1%a6%a5%b7%a5%e5%a1%bc%a5%bf%a1%bc%a1%d5	seesaa
ウォードスネーク	7(青2)	500	2	潜入	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a9%a1%bc%a5%c9%a5%b9%a5%cd%a1%bc%a5%af%a1%d5	seesaa
ウォードバイソン	3(青1)	400	1	"【アタック時】
このミニオンがダメージを与えるたび、自分のマナ1つをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a9%a1%bc%a5%c9%a5%d0%a5%a4%a5%bd%a5%f3%a1%d5	seesaa
ウォードバイパー	2(青1)	200	1	"【後退時】
自分の手札が4枚以下である場合、自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a9%a1%bc%a5%c9%a5%d0%a5%a4%a5%d1%a1%bc%a1%d5	seesaa
ウォールオブエアー	2(緑1)			"【フラッシュ】
このターン中、自分のプレイヤーに与えられるダメージを1軽減する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a9%a1%bc%a5%eb%a5%aa%a5%d6%a5%a8%a5%a2%a1%bc%a1%d5	seesaa
ウォールクラッシャー	8(紫2)	700	2	"【アタック時】
自分の紫マナが4つ以上ある場合、相手のコスト4以下のミニオン1体を破壊する。
【常時】
相手の破壊されたフォース1つ毎に、このミニオンをBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%a9%a1%bc%a5%eb%a5%af%a5%e9%a5%c3%a5%b7%a5%e3%a1%bc%a1%d5	seesaa
ウンディーネ	1(青1)	200	0	"【自分のターン】
このターンに自分がマジックを使用している場合、このミニオンをDP+1する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a6%a5%f3%a5%c7%a5%a3%a1%bc%a5%cd%a1%d5	seesaa
エアレイド	2(黄1)			"【フラッシュ】
相手のミニオン1体にBP-200を付与する。このターンに自分がミニオンを召喚している場合、代わりにBP-400を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%a2%a5%ec%a5%a4%a5%c9%a1%d5	seesaa
エオラプトル	2(赤1)	100	1	"【アタック時】
このターン中、このミニオンをBP+300する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%aa%a5%e9%a5%d7%a5%c8%a5%eb%a1%d5	seesaa
エクス＝キャノン	6(白3)			"【フラッシュ】
相手のミニオン1体を除外する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%af%a5%b9%a1%e1%a5%ad%a5%e3%a5%ce%a5%f3%a1%d5	seesaa
エクスプテラ	7(赤2)	800	2	襲撃	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%af%a5%b9%a5%d7%a5%c6%a5%e9%a1%d5	seesaa
エメラルド・ドラゴン	6	700	2	貫通	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%e1%a5%e9%a5%eb%a5%c9%a1%a6%a5%c9%a5%e9%a5%b4%a5%f3%a1%d5	seesaa
エルフの剣士	-	300	1	"【常時】
このミニオンはブロックできない。
【配置時】
自分の[貫通]を持つミニオン1体にBP+100/DP+1を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%eb%a5%d5%a4%ce%b7%f5%bb%ce%a1%d5	seesaa
エレキタマス	4	500	1	"【アタック時】
相手のBP200以下のミニオン全てを破壊する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%ec%a5%ad%a5%bf%a5%de%a5%b9%a1%d5	seesaa
エレファントタートル	8(黄2)	800	2	"【召喚時】
このターン中、自分のミニオン1体をBP+300/DP+1する。
【アタック時】
自分の黄マナが4つ以上ある場合、相手のコスト4以下のミニオン1体を手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%ec%a5%d5%a5%a1%a5%f3%a5%c8%a5%bf%a1%bc%a5%c8%a5%eb%a1%d5	seesaa
エンジェルバニー	2(黄1)	200	1	"【後退時】
自分のコスト6以上の黄のミニオン1体をアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%a8%a5%f3%a5%b8%a5%a7%a5%eb%a5%d0%a5%cb%a1%bc%a1%d5	seesaa
オットルーボ	4(緑2)	500	2	貫通	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%aa%a5%c3%a5%c8%a5%eb%a1%bc%a5%dc%a1%d5	seesaa
オブシディアン・ドラゴン	4	400	2	"【常時】
他の自分の種族「ドラゴン」を持つミニオン全てをBP+200する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%aa%a5%d6%a5%b7%a5%c7%a5%a3%a5%a2%a5%f3%a1%a6%a5%c9%a5%e9%a5%b4%a5%f3%a1%d5	seesaa
オプションパーツ	4(白1)			"【メイン】
自分の白のミニオン全てにBP+200を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%aa%a5%d7%a5%b7%a5%e7%a5%f3%a5%d1%a1%bc%a5%c4%a1%d5	seesaa
オルサラーニョ	7(緑2)	700	3	貫通	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%aa%a5%eb%a5%b5%a5%e9%a1%bc%a5%cb%a5%e7%a1%d5	seesaa
カナタナの守護者	-	100	1	"【常時】
このミニオンはブロックできない。
《ベース》【自分のターン終了時】
このマナをアクティブにする。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ab%a5%ca%a5%bf%a5%ca%a4%ce%bc%e9%b8%ee%bc%d4%a1%d5	seesaa
カナタナの神官	-	300	1	"《デッキ》
このカードは何枚でもデッキに入れられる。
【常時】
このミニオンはブロックできない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ab%a5%ca%a5%bf%a5%ca%a4%ce%bf%c0%b4%b1%a1%d5	seesaa
カノーネン・ティーゲル	6(白2)	600	2	"【召喚時】
相手のミニオン1体を選択する。そのミニオンをアクティブにして、このターン中、そのミニオンは必ずブロックする。
【自分のターン】
このミニオンがバトルに勝利するたび、自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ab%a5%ce%a1%bc%a5%cd%a5%f3%a1%a6%a5%c6%a5%a3%a1%bc%a5%b2%a5%eb%a1%d5	seesaa
カマイタチ	6(黄2)	500	1	"飛来
【召喚時】
このターン中、他の自分のミニオン1体をBP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ab%a5%de%a5%a4%a5%bf%a5%c1%a1%d5	seesaa
カラス天狗シグレ	3(黄1)	300	1	飛来	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ab%a5%e9%a5%b9%c5%b7%b6%e9%a5%b7%a5%b0%a5%ec%a1%d5	seesaa
カワウソ親父	1(黄1)	200	0	"【召喚時】
自分のミニオン1体にBP+100を付与する。
【常時】
このミニオンはベースに移動するとき、レスト状態で移動する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ab%a5%ef%a5%a6%a5%bd%bf%c6%c9%e3%a1%d5	seesaa
カンフー・モンク・モンキー	4(黄2)	400	1	"【召喚時】
このターン中、自分のミニオン1体をBP+200して[再起]を与える。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ab%a5%f3%a5%d5%a1%bc%a1%a6%a5%e2%a5%f3%a5%af%a1%a6%a5%e2%a5%f3%a5%ad%a1%bc%a1%d5	seesaa
ガイオ・センチピード	6	700	2	"【自分のターン】
自分の種族「デミゴッド」を持つミニオンがいる場合、自分の手札にあるこのカードのフリーコストは3減らされる。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ac%a5%a4%a5%aa%a1%a6%a5%bb%a5%f3%a5%c1%a5%d4%a1%bc%a5%c9%a1%d5	seesaa
ガルガンチュア・イーグル	7	700	2	飛来	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ac%a5%eb%a5%ac%a5%f3%a5%c1%a5%e5%a5%a2%a1%a6%a5%a4%a1%bc%a5%b0%a5%eb%a1%d5	seesaa
キマイラの旋風	2(黄1)			"【フラッシュ】
コスト4以下のミニオン1体を手札に戻す。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ad%a5%de%a5%a4%a5%e9%a4%ce%c0%fb%c9%f7%a1%d5	seesaa
キャンセラ―ピューマ	5	600	2	"【常時】
相手がマジックを使用するたび、このミニオンにBP+100/DP+1を付与する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ad%a5%e3%a5%f3%a5%bb%a5%e9%a1%bd%a5%d4%a5%e5%a1%bc%a5%de%a1%d5	seesaa
キューブロップ	4(紫2)	300	2	"奪命
【常時】
自分の種族「デミゴッド」を持つミニオンがいる場合BP+200/DP+1する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ad%a5%e5%a1%bc%a5%d6%a5%ed%a5%c3%a5%d7%a1%d5	seesaa
キルコマンド	2(白1)			"【メイン】/【フラッシュ】
このターン中、自分の種族「ソルジャー」を持つミニオン1体はBPに関係なくバトルに勝利する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ad%a5%eb%a5%b3%a5%de%a5%f3%a5%c9%a1%d5	seesaa
キルジャガード	5(白1)	500	2	"【常時】
このミニオンがバトルに勝利するたび、自分はカードを1枚引く。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ad%a5%eb%a5%b8%a5%e3%a5%ac%a1%bc%a5%c9%a1%d5	seesaa
ギガ・サイクロプス	8	800	3	"【自分のターン】
このミニオンはコスト3以下のミニオンにはブロックされない。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ae%a5%ac%a1%a6%a5%b5%a5%a4%a5%af%a5%ed%a5%d7%a5%b9%a1%d5	seesaa
ギリーボア	6	500	2	"襲撃
【召喚時】
自分のプレイヤーか自分のフォース1つを1回復する。"	https://seesaawiki.jp/zenonzard/d/%a1%d4%a5%ae%a5%ea%a1%bc%a5%dc%a5%a2%a1%d5	seesaa
