image_id	color	name_jp	name_en	cost	bp	dp	ability_jp	ability_en	pack_jp	pack_en	rarity_en	gamerch_url	ability_jp_source	official_order	official_name_jp	official_image_url_jp	card_type	card_type_jp	attribute	attribute_jp	cost_official	pack_jp_official	pack_order	race_jp	rarity_official	dp_official	effect_tags_jp	effect_timing_jp	condition_tags_jp	official_conflicts
colorless_06_01_03_00	colorless	隻眼のライオン	One-Eyed Lion	6			【自分の夕\n相手の無色のミ二オンがいる場合、自分の手札にあ\nるこのカードのフリーコストは2減らされる。\n【相手の夕\nこのミ二オンは相手の効果で選択できない	[On Your Turn]\nIf there is a Neutral Minion on your\nopponent's field, the basic cost of this card\nwhile in your hand is reduced by 2.\n[On Your Opponents Turn]\nThis minion cannot be selected as\ntarget for your opponent's card effects					ocr	1365	隻眼のライオン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:03 EVOLVE	8	モンスター	R					
colorless_06_01_03_01	colorless	マンティコア	Manticore	6			【召喚時】\n相手の種族「ドラゴン」\nを持つミニオン1体を破壊\nする。	Swoop\n[When Summoned]\nDestroy one of your opponent's minions\nbelonging to the Dragon class.					ocr	1366	マンティコア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:03 EVOLVE	8	キマイラ	R					
colorless_06_01_03_02	colorless	ハーピー	Harpy	6			【召喚時】\nミニオンカードでない無色マナがある場合、色を1\nつ選択する。自分のミ二オンカードでない無色マナ\n全てを、選択した色に変更する。	[When Summoned]\nIf there are Neutral Mana in your base\nthat are not minions, select a color. All of\nyour Neutral Mana that are not minions are\nchanged to that color.					ocr	1367	ハーピー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:03 EVOLVE	8	ウイング	E					
colorless_06_01_04_00	colorless	北斗七星龍ジーク・アポロドラゴン	The BigDipperDragon Sieg-Apollodragon	6			【召喚時】\n自分はデッキの中から種族「ブレイヴ」を持つベ-\nス・ミニオンカード1枚を、ベースに置くことがで\nきる。その後、自分のデッキをシャッフルする。\n【加護時】\n自分はカードを1枚引く。	[When Summoned]\nYou can search your deck for one Base\nMinion belonging to the Brave class and\nplace it into your base. Then, shuffle your\ndeck.\n[When Boosted]\nDraw one card.					ocr	1370	北斗七星龍ジーク・アポロドラゴン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_01_04_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:04 FORBIDDEN	6	BS|ドラゴン	R					
colorless_06_01_06_00	colorless	「ファンタズムニンジャ」オボロ	Oboroh - Hidden Phantasm	7			【召喚時】\n相手のミ二オン全てにBP-Xを付与する。Xは自分\nの有色マナの色の種類数×100とする。\nＥＰＩＣ	Charge\n[When Summoned]\nDeal -XBP to all your opponent's minions\nwhere X is the number of unique mana\ncolors you have in your base x100.					ocr	1400	「ファンタズムニンジャ」オボロ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:06 HELIX	1	ジャイアント	E					
colorless_06_01_06_02	colorless	スパイ・ゴブリン	Spy Goblin	2			【召喚時】\n次の相手のタン終了時まで、自分のプレイヤに\n「相手の三二オンの【召喚時】効果は発揮しな\nい。」を与える。	[When Summoned]\nYou receive the following effect until the\nend of your opponent's turn\nYour opponent's [When Summoned]\neffects do not activate.					ocr	1212	スパイ・ゴブリン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_01_06_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	2	PC:06 HELIX	1	ゴブリン|レギオン	E					
colorless_06_02_00_00	colorless	リボルバーコンドル	Revolver Condor	6	500	2	【召喚時】\n相手のプレイヤーに1ダメージを与える。	[When Summoned]\nDeal 1 damage to your opponent's Life.	Basic				gamerch	1354	リボルバーコンドル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	ベーシック	15	ウイング	Basic					
colorless_06_02_00_01	colorless	スパイクオクトパス	Spiked Octopus	6	900	2	効果なし		Basic				gamerch	1353	スパイクオクトパス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_00_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	ベーシック	15	モンスター	Basic					
colorless_06_02_00_02	colorless	ボンバルーン・ラット	Bon Balloon Mouse	6	700	2	［再起］	Resurge	Basic				gamerch	1355	ボンバルーン・ラット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_00_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	ベーシック	15	ラット	Basic					
colorless_06_02_01_00	colorless	エメラルド・ドラゴン	Emerald Dragon	6	700	2	［貫通］	Pierce	AWAKEN				gamerch	1349	エメラルド・ドラゴン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:01 AWAKEN	14	ドラゴン	C					
colorless_06_02_01_01	colorless	ブレイブ・ドラマー	Brave Dramar	6	800	1	【アタック時】\nこのバトル中、他の自分のミニオン1体毎に、このミニオンをDP+1する。	[When Attacking]\nThis minion receives +1DP for every\nother minion on your field for the duration of\nthis battle.	AWAKEN				gamerch	1348	ブレイブ・ドラマー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:01 AWAKEN	14	トライブ	C					
colorless_06_02_01_02	colorless	「魔犬」ケルベロス・クリムゾン	Crimson Cerberus - The Hellhound	6	800	2	【自分のターン】\nこのミニオンが相手のプレイヤーにダメージを与えるたび、相手のフォース全てに2ダメージを与える。	[On Your Turn]\nWhenever this minion deals damage to\nyour opponent's Life, it also deals 2 damage\nto each of your opponent's Forces.	AWAKEN				gamerch	1350	「魔犬」ケルベロス・クリムゾン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_01_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:01 AWAKEN	14	モンスター	E					
colorless_06_02_01_03	colorless	「針を進める者」クロノリオンヌ	Chronorion - Mover of Time	6	400	2	【常時】\n自分の手札にある有色のカードのフリーコストを、お互いの破壊されたフォース1つ毎に1減らす。	[Passive]\nReduce the basic cost of the Color cards\nin your hand by 1 for each of your Forces\n[Passive]\nIncrease the basic cost of the Neutral\nField Minion cards in your opponent's hand\nby 1.	AWAKEN				gamerch	1351	「針を進める者」クロノリオンヌ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_01_03.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:01 AWAKEN	14	デミゴッド	L					
colorless_06_02_01_04	colorless	「勇気奮わす者」ウォレス	Wallace - The Courageous	6	600	2	【常時】\n他の自分のミニオン全てをBP+100/DP+1する。	[Passive]\nAll your other minions gain + 100BP/\n+1DP.	AWAKEN				gamerch	1352	「勇気奮わす者」ウォレス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_01_04.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:01 AWAKEN	14	デミゴッド	L					
colorless_06_02_01r_00	colorless	ガイオ・センチピード	Gaio Centipede	6	700	2	【自分のターン】\n自分の種族「デミゴッド」を持つミニオンがいる場合、自分の手札にあるこのカードのフリーコストは3減らされる。	[On Your Turn]\nIf you have a minion belonging to the\nDemigod class on the field, the basic cost of\nthis card while in your hand is reduced by\n3.	BEYOND				gamerch	1356	ガイオ・センチピード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:01R BEYOND	12	モンスター	R					
colorless_06_02_01r_01	colorless	「扉を開く者」アルカス	Arcas - Opener of Doors	6	600	2	【後退時】\n自分の手札にある本来のコストが6以下のフィールド・ミニオンカード1枚を出す。	<Base> [When Retreating]\nPut one Field Minion card with an\noriginal cost of 6 or lower from your hand onto\nthe field. ([When Summoned] abilities and\nChain effects will not activate.)	BEYOND				gamerch	1357	「扉を開く者」アルカス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_01r_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:01R BEYOND	12	デミゴッド	L					
colorless_06_02_02_00	colorless	ギリーボア	Gilliboar	6	500	2	襲撃\n【召喚時】\n自分のプレイヤーか自分のフォース1つを1回復する。	Charge\n[When Summoned]\nRestore 1 Life point or 1 Force point.					seesaa	1358	ギリーボア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:02 CONTRACT	11	ビースト	R					
colorless_06_02_02_01	colorless	暴風竜ストームギラ	Tempest Wyvern	6	500	1	飛来\n【召喚時】\n相手のBP400以下のミニオン1体をレストする。	Swoop\n[When Summoned]\nPut one of your opponent's minions with\n400BP or lower in the Rest State.					seesaa	1359	暴風竜ストームギラ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_02_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:02 CONTRACT	11	ドラゴン	R					
colorless_06_02_02_02	colorless	ブラック・フレイム	Black Flame	6	400	2	潜入\n【常時】\n他に自分のミニオンがいない場合、このミニオンは相手の効果で選択できない。	Infiltrate\n[Passive]\nIf you have no other minions on the field\nthis minion cannot be selected as a target\nfor your opponent's effects.					seesaa	1360	ブラック・フレイム	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_02_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:02 CONTRACT	11	ビースト	E					
colorless_06_02_02c_00	colorless	「地神」テラリア		6			【召喚時】\nスイッチ：「黒の剣士」\n自分のプレイヤーを1回復する。\n【破壊時】\nミニオンとのバトルで破壊された場合、自分のプレ\nイヤーに1ダメージを与えることができる。そうし\nた場合、このカードをフィールドに出す。（【召喚\n時】効果は発揮しない。）						ocr	1364	「地神」テラリア	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	EXCODE:02C SAO	9	ソード	L					
colorless_06_02_02r_00	colorless	ホワイトバット	White Bat	6			【召喚時】\n自分の[加護]が付与されているミ二オンがいる場\n合、相手のプレイヤに1ダメージを与え、自分のプ\nレイヤーを1回復する。	[When Summoned]\nIf you have a minion that has received\nthe Boost effect, deal 1 damage to your\nopponent's Life and restore 1 point to your\nLife.					ocr	1361	ホワイトバット	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:02R DIVINE	10	ウイング	R					
colorless_06_02_02r_01	colorless	グレーターイーグル	Prime Eagle	6			【相手の夕\n自分のプレイヤーが相手のミニオンにアタックされ\nるたぴ、このミニオンをアクティブにする。	[On Your Opponent's Turn]\nWhenever your Life is attacked by one of\nyour opponent's minions, this minion\nenters the Active State.					ocr	1362	グレーターイーグル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:02R DIVINE	10	ウイング	R					
colorless_06_02_EX02_00	colorless	「妖精姫」リリ	Lily - The Fairy Princess	6			【召喚時】&\nスイッチ：「黒の剣士」\n自分のプレイヤーを1回復する。\n【破壊時】\nミニオンとのバトルで破壊された場合、自分のプレ\nイヤーに1ダメージを与えることができる。そうし\nた場合、このカードをフィールドに出す。\n（【召喚\n時】効果は発揮しない。）	[When Summoned] & Switch: Sable Knight\nRestore 1 Life point.\n[When Destroyed]\nIf this minion is destroyed in battle, you\ncan deal 1 damage to your Life. If you do\nthis card enters your field. ([When\nSummoned] abilities will not activate.)					ocr	1368	「妖精姫」リリ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	EX:02 幻影の剣士	7	ソード	L					
colorless_06_02_EX02_01	colorless	「幻影の剣士」ソロ	Solo - Revenant of the Sword	6			【召喚時】\nスイッチ：\n「閃光]\n自分はデッキの中から種族「アイテム」を持つベ-\nス・ミニオンカード1枚を公開して手札に加える。\nその後、自分のデッキをシャッフルする。\n【アタック時】\nプレイヤーにアタックした場合、相手のBP300以\n下のミ二オン1体を破壊する。	[When Summoned] & Switch: Swift\nYou can search your deck for a Base Minion card\nbelonging to the Item class, reveal it to your\nopponent and add it to your hand. Then, shuffle your\ndeck.\n[When Attacking]\nIf this minion attacks your opponent's Life\ndestroy one of your opponent's minions with 300 BP or\nlower.					ocr	1369	「幻影の剣士」ソロ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_EX02_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	EX:02 幻影の剣士	7	ソード	L					
colorless_06_02_cp_00	colorless	「SAO」キリト		6			【召喚時】&\nスイッチ：「閃光」\n自分はデッキの中から種族「アイテム」を持つベ-\nス・ミニオンカード1枚を公開して手札に加える。\nその後、自分のデッキをシャッフルする。\n【アタック時】\nプレイヤーにアタックした場合、相手のBP300以\n下のミニオン1体を破壊する。\nＬEGEND						ocr	1363	「SAO」キリト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_06_02_cp_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	CAMPAIGN	16		L					
colorless_07_01_03_00	colorless	フレイム・ドラゴン	Eruption Dragon	7			【召喚時】\n相手のミ二オン全てにBP-200を付与する。	[When Summoned]\nDeal -200BP to all your opponent's\nminions.					ocr	1390	フレイム・ドラゴン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_01_03_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:03 EVOLVE	8	ドラゴン	R					
colorless_07_01_03_01	colorless	ゴブリンの騎馬隊	Mounted Goblin	7			【召喚時】\n手札に戻す。この効果で戻したミ二オン1体毎に、\nこの三二オンにBP+100/DP+1を付与する。\nE P I Ｃ	Charge\nPierce\n[When Summoned]\nReturn all your minions belonging to the\nGoblin class to your hand. For each\nminion returned to your hand by this effect\nthis minion receives +100BP/+1DP.					ocr	1391	ゴブリンの騎馬隊	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_01_03_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:03 EVOLVE	8	ゴブリン	E					
colorless_07_01_03_02	colorless	「ラスの召喚獣・地」リュウジン	Ryu Jin Terra - Of Lahrs	7			【召喚時】\n相手のフォース1つを破壊する。破壊するフオース\nがない場合、このミ二オンにBP+100/DP+1を付\n与する。	[When Summoned]\nDestroy one of your opponent's Forces. If\nthere are no Forces to destroy, this\nminion receives +100BP/+1DP.					ocr	1392	「ラスの召喚獣・地」リュウジン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_01_03_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:03 EVOLVE	8	アルカナ|ドラゴニュート	L					
colorless_07_01_05_00	colorless	「守護竜」パールドラゴン	Pearl - The Protector	7			【召喚時】\n自分のフィールド、ベース、トラッシュのいずれか\nに「「戦場を巡る者」アルテガル」がいる場合、相\n手のミニオン１体を破壊する。\n【常時】\nこのミニオンは、相手のマジックの効果で選択でき\nない。\nＥP IＣ	[When Summoned]\nIf there is an Artegal - Roamer of the\nBattlefield on your field, in your base, or in your\ntrash, destroy one of your opponent's\nminions.\n[Passive]\nThis minion cannot be selected as a target\nfor your opponent's Magic card effects.					ocr	1398	「守護竜」パールドラゴン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_01_05_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:05 GLORY	2	ドラゴン|レギオン	E					
colorless_07_01_05_01	colorless	砂竜ザカルダー	Zakaldar of the Desert	7			【召喚時】\n相手のマナ1つを無色マナに変更する。	[When Summoned]\nChange one of your opponent's mana to\nNeutral Mana.					ocr	1399	砂竜ザカルダー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_01_05_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:05 GLORY	2	ドラゴン	L					
colorless_07_01_06_00	colorless	シュネーシュトゥルム・シメーレ	Schneesturm Schimare	6			【自分の夕\nこのミニオンは色を1つしか持たないミニオンと無\n色のミニオンにはブロックされない。	Resurge\n[On Your Turn]\nThis minion cannot be blocked by\nMono-Color Minions or Neutral Minions.					ocr	1371	シュネーシュトゥルム・シメーレ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:06 HELIX	1	キマイラ|ハンター	R					
colorless_07_01_EX04c_00	colorless	Vulc01 ランペイジモード	Vulc01 - Rampaging Mode	7			【アタック時】\n自分のフィールド・ミニオンカードであるマナ1つを、\nフィールドにアクティブ状態で移動させることができる。\n【変身時】\n自分の移動権を1消費する。消費した場合、自分のデッキ\nから種族「仮面」を持つフィールド・ミニオンカード1枚\nをレスト状態でベースに置く。その後、自分のデッキを\nシャッフルする。	[When Attacking] You can move one of your Field Minions from your base to the field and put it in the Active State.\n[When Morphed] Reduce Movement by 1. If you do, you can search your deck for a Field Minion card belonging to the Mask class\nand place it into your base in the Rest Place. Then, shuffle your deck.					ocr	1397	Vulc01 ランペイジモード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_01_EX04c_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EX:04 HEROIC_MASQUERADE	3		L					
colorless_07_02_00_00	colorless	告死獣ヌエ	Nue - Beast of Death	7	600	2	【召喚時】\n相手のBP500以下のミニオン1体を破壊する。	[When Summoned]\nDestroy one of your opponent's minions\nwith 500BP or lower.	Basic				gamerch	1377	告死獣ヌエ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_00_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	ベーシック	15	キマイラ	Basic					
colorless_07_02_01_00	colorless	ガルガンチュア・イーグル	Gargantuan Eagle	7	700	2	［飛来］	Swoop	AWAKEN				gamerch	1374	ガルガンチュア・イーグル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_01_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:01 AWAKEN	14	ウイング	C					
colorless_07_02_01_01	colorless	「魔術の巨人」マジクル・ベイル	Magic Veil - The Caster	7	800	2	【召喚時】\nこのターン終了時、自分のマナ全てをアクティブにする。	[When Summoned]\nAll your mana returns to the Active State\nwhen this turn ends.	AWAKEN				gamerch	1375	「魔術の巨人」マジクル・ベイル	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_01_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:01 AWAKEN	14	ゴレイム	R					
colorless_07_02_01_02	colorless	「時を一巡させる者」エンリコ	Enrico - Revolver of Time	7	600	2	【召喚時】\nお互いは手札を全て破棄する。その後、お互いはカードを5枚引く。	[When Summoned]\nBoth players discard all the cards in their\nhand. Then, each player draws five\ncards.	AWAKEN			https://gamerch.com/zenonzard/97347	gamerch	1376	「時を一巡させる者」エンリコ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_01_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:01 AWAKEN	14	デミゴッド	L					
colorless_07_02_01r_00	colorless	「長雷槍」カルナール	Karna - Master of Thunder	7	700	2	［襲撃］［再起］	Charge\nResurge	BEYOND				gamerch	1380	「長雷槍」カルナール	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_01r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:01R BEYOND	12	セントール	R					
colorless_07_02_01r_01	colorless	ゴルゴンシャーマン	Gorgon Shamanka	7	500	2	【自分のターン終了時】\n種族「モンスター」を持たないミニオン全てにBP-200を付与する。	[At the End of Your Turn]\nDeal -200BP to all minions that do not\nbelong to the Monster class.	BEYOND				gamerch	1381	ゴルゴンシャーマン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_01r_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:01R BEYOND	12	モンスター	E					
colorless_07_02_01r_02	colorless	「炎魔」バルドロード	Baldrod - The Blazing Demon	7	700	2	【召喚時】\n相手のBP1200以下のミニオン1体を破壊する。\n自分のフォース全てに1ダメージを与える。	[When Summoned]\nDestroy one of your opponent's minions\nwith 1200BP or lower. Receive 1 damage\nto all your Forces.	BEYOND				gamerch	1382	「炎魔」バルドロード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_01r_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:01R BEYOND	12	モンスター	L					
colorless_07_02_02_00	colorless	咆竜ブラスティオス	Howl Blastios	7	1000	3	効果なし						seesaa	1383	咆竜ブラスティオス	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_02_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:02 CONTRACT	11	ドラゴン	C					
colorless_07_02_02_01	colorless	「二艘槍」ハーゲン	Hargen - Wielders of Dual Spears	7	400	2	【召喚時】\nこのターン中、このミニオンをBP+300する。\n【アタック時】\nターンに1回、このミニオンをアクティブにする。	[When Summoned]\nThis minion gains +300BP for the\nduration of this turn.\n[When Attacking]\nPut this minion in the Active State once\nper turn.					seesaa	1384	「二艘槍」ハーゲン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_02_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:02 CONTRACT	11	セントール	E					
colorless_07_02_02c_00	colorless	「氷の狙撃手」シノン		7			【召喚時】\nスイッチ：「黒の剣士」\n『狙撃』\n相手の無色のミ二オン1体を破壊する。破壊するミ\nニオンがいない場合、相手のプレイヤーに1ダメー\nジを与える。						ocr	1387	「氷の狙撃手」シノン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_02c_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EXCODE:02C SAO	9	ソード	L					
colorless_07_02_02c_01	colorless	ザ・スカル・リーパー		7			【召喚時】\nBP300以下のミ二オン全てを破壊する。						ocr	1388	ザ・スカル・リーパー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_02c_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EXCODE:02C SAO	9	ソード	R					
colorless_07_02_02c_02	colorless	ザ・フェイタルサイズ		7			【自分の夕\n自分のミ二オンがいない場合、自分の手札にあるこ\nのカードのフリーコストは3減らされる。						ocr	1389	ザ・フェイタルサイズ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_02c_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EXCODE:02C SAO	9	ソード	R					
colorless_07_02_02r_00	colorless	アントラー・タイガー	Anttiger	7			【召喚時】\n自分のマナ1つをアクティブにする。\n【加護時】\nこのミニオンに「【アタック時】相手のBP400以\n下のミ二オン１体を破壊する。」を付与する。	[When Summoned]\nPut one of your mana in the Active State\n[When Boosted]\nThis minion receives the following ability\n[When Attacking] Destroy one of your\nopponent's minions with 400BP or lower					ocr	1385	アントラー・タイガー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_02r_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:02R DIVINE	10	キマイラ	C					
colorless_07_02_02r_01	colorless	「炎狼」ヴォルト	Bolt - The Wildfire Wolf	7			【召喚時】\n相手のミ二オンの数と同じになるように、\n「「炎	[When Summoned]\nCopies of Bolt - The Wildfire Wolf enter\nyour field until you have the same\nnumber of minions as your opponent.					ocr	1386	「炎狼」ヴォルト	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_02r_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:02R DIVINE	10	ビースト	E					
colorless_07_02_04_00	colorless	導化姫トリックスター	The ClownPrincess Trickster	7			【召喚時】\n自分はカードを1枚引く。その後、自分のトラッ\nシュにあるカード1枚を手札に戻す	[When Summoned]\nDraw one card. Then, return one card\nfrom your trash to your hand.					ocr	1396	導化姫トリックスター	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_04_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	PC:04 FORBIDDEN	6	BS	L					
colorless_07_02_EX02_00	colorless	「必中の射手」リタ	Rita - The Flawless	7			【召喚時】&\nスイッチ：\n「黒の剣士」\n相手の無色のミ二オン1体を破壊する。破壊するミ\nニオンがいない場合、相手のプレイヤーに1ダメー\nジを与える。\nLEＧEND	[When Summoned] & Switch: Sable Knight\nDestroy one of your opponent's Neutral\nMinions. If there are no applicable minions\ndeal 1 damage to your opponent's Life.					ocr	1393	「必中の射手」リタ	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_EX02_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EX:02 幻影の剣士	7	ソード	L					
colorless_07_02_EX02_01	colorless	リフレクション・リザード	Reflection Lizard	7			【召喚時】\nBP300以下のミニオン全てを破壊する。	[When Summoned]\nDestroy all minions with 300BP or lower.					ocr	1394	リフレクション・リザード	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_EX02_01.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EX:02 幻影の剣士	7	ソード	R					
colorless_07_02_EX02_02	colorless	ロア・クリーチャー	The Bellower	7			【自分の夕\n自分のミ二オンがいない場合、自分の手札にあるこ\nのカードのフリーコストは3減らされる。	[On Your Turn]\nThe basic cost of this card while in your\nhand is reduced by 3 when you have no\nminions on the field.					ocr	1395	ロア・クリーチャー	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_EX02_02.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EX:02 幻影の剣士	7	ソード	R					
colorless_07_02_ex01_00	colorless	「酒場の看板娘」カレン	Kahren - The Lovely Barmaid	7	700	2	【アタック時】\n自分のプレイヤーを1回復する。\n【常時】\nフォースが破壊されるたび、このミニオンをアクティブにする。	[When Attacking]\nRestore 1 Life point.\n[Passive]\nWhenever a Force is destroyed, this minion enters the Active State.					card-image	1378	「酒場の看板娘」カレン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_07_02_ex01_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	7	EX:01 魔術都市の9戦士	13	ヒューマノイド	E					
colorless_08_01_06_00	colorless	「狭間から救う者」ロビン	Robynn - Savior from the Shadows	6			【召喚時】\nお互いの除外エリアにあるフィールド・ミニオン\nカードと同じミニオン1体を、自分のフィールドに出	[When Summoned]\nCreate a copy of a Field Minion card that\nhas been banished from this game and put\nit on your field.					ocr	1373	「狭間から救う者」ロビン	https://www.aicarddass.com/zenonzard/images/cardlist/cards/colorless_08_01_06_00.png?v=20201113	field_minion	フィールド・ミニオン	colorless	無色	6	PC:06 HELIX	1	デミゴッド	L					
